,Adipose Fin,Anal Fin,Body,Caudal Fin,Dorsal Fin,Eye,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
261,"[-0.36116759464151144, 0.8275225156972006, -0.4035612788566989]","[-0.25410790881042405, 0.8513456877892496, -0.4052043781900441]","[-0.30113423455401855, 0.8322706372463424, -0.2534170822194002]","[-0.297208474133396, 0.7647088376587083, -0.47038574388168497]","[-0.3924484968259332, 0.8624230955154848, -0.2587207051011976]","[-0.3775835824284325, 0.8732948303154819, -0.037479796135870255]","[-0.3499263199096041, 0.87826342820343, -0.05053852857512336]","[-0.28460881659754605, 0.8737216946673931, -0.12168580422269994]","[-0.24135742665322232, 0.9380649934560158, -0.3055211931804598]",1957,cjn1h8sgx8j930733s4i6pqjf
262,"[-0.15441988659957362, 1.2953703814818562, 0.03956448826992002]","[-0.03352757197316934, 1.3023840918123863, 0.04395927209458613]","[-0.05739444639680207, 1.2227706693832607, -0.13642254577696517]","[-0.13519994720073605, 1.3052336956146542, 0.15667399892267003]","[-0.14946133892836672, 1.3021211183457826, -0.14776661811408823]","[-0.07883777374904777, 1.1584515303448701, -0.36826938105636187]","[-0.06456192588733115, 1.1706255307362567, -0.35943364247036486]","[0.015253177155439756, 1.2879751029945206, -0.30286053558258513]","[0.03924620219011053, 1.2985989322570939, -0.1049544957297277]",2773,cjn1jbjxyuyj207105qkrjmwc
263,"[-0.33175721826184806, 0.9098655824005347, 0.20946601063721043]","[-0.20419447843070201, 0.8942453751335212, 0.23420617360062285]","[-0.17304701825264504, 1.0020313796415588, 0.10683556975740753]","[-0.29234836742345105, 0.7154112033071649, 0.21154639970461156]","[-0.25455878043578456, 1.079741442427825, 0.08659176438563701]","[-0.12973181174966236, 1.310564019395399, -0.13512195848716468]","[-0.114002914739756, 1.2926676403896582, -0.1128182568736809]","[-0.03214624337407678, 1.215032010358613, -0.06800429600198848]","[-0.07807623652074223, 0.9812228739251967, 0.11361220225225616]",2997,cjn1fcetwt2ry0710sik85ttv
264,"[0.14638562906092856, 0.9351456737858981, -0.25551714409473913]","[0.2959817892418131, 0.9275162596107256, -0.23931951769609558]","[0.1938689416053641, 0.8000366859575649, -0.047717531019224185]","[0.19459586538196194, 0.8025822786871704, -0.35906687228539125]","[0.1217225040201597, 1.0145553735770965, -0.036899971058370444]","[0.19564361385336437, 0.8846527441502039, 0.24240142635816295]","[0.20193820128208714, 0.8569563885281173, 0.2141422858733304]","[0.3233444784994357, 0.8894564626387885, 0.1669493829251212]","[0.3596625788282306, 0.9559961928006981, -0.07615652590029935]",3949,cjn1h6avotvl70710o4fzo4f0
265,"[0.027284456782095005, 1.0097932139474732, 0.22324088744850015]","[0.1499144664404424, 0.9532736370455871, 0.20307106586549717]","[0.0801273496429348, 0.965868932634442, 0.0353710568931671]","[0.05637774611454424, 0.8218659852500331, 0.2836054991026439]","[-0.010667078823473085, 1.0925447175965746, 0.042730113340680685]","[0.01714964611049599, 1.0032303583302284, -0.2270472241942648]","[0.026953794372301984, 0.9966074272054488, -0.2116347173509875]","[0.12991233490314047, 0.9703457481502346, -0.15641867021221703]","[0.22203619734468782, 1.0667455275429996, 0.049768134183888056]",3164,cjn1j0aojut2v07106wn9h4ei
266,"[-0.007663489168034897, 0.9153793966059092, -0.4061159864488923]","[0.13048145311941287, 0.8599757460173271, -0.39019299396836016]","[0.09470225553143014, 0.9288643291388616, -0.20818658526265815]","[0.023996062495301514, 0.8236565450322212, -0.48193795544097834]","[-0.012244308817155096, 0.9499790111838281, -0.20727343694845307]","[0.08943390853324515, 0.9505403694926715, 0.07715996389519422]","[0.11896622460511189, 1.0294793832131, 0.07580938534168398]","[0.17244810295211196, 0.9067110113691735, -0.025844809901656846]","[0.21608619500036935, 0.9178961373683383, -0.25413023835034426]",3949,cjn1gwgl4tqyh071014v4yq49
267,"[-0.28837052663926893, 1.1769183618986054, -0.16039436934504428]","[-0.14903015322560897, 1.1866124107436327, -0.1796014289868982]","[-0.09849672727766527, 1.0591957727021661, 0.014392704070790446]","[-0.3091179466879039, 1.1865125175321358, -0.28618033509743024]","[-0.21317681655575405, 1.0982496114262923, 0.02723495966236521]","[-0.013388115767571629, 0.917447352730093, 0.22220025331349114]","[-0.0012648498396378813, 0.9707203679107699, 0.21925103304023416]","[0.05028700538588259, 0.991024911799363, 0.11662173307986687]","[-0.02335054161510548, 1.1405223360351873, -0.06700091992608907]",3949,cjn1gxm1f8ek00733trrllepk
268,"[-0.11457867001925952, 0.9981076505706407, -0.41203803506316383]","[0.04976813503048252, 1.0309934185811194, -0.42118957475964547]","[-0.002878113680860339, 0.8040394206904908, -0.24224453151388795]","[-0.0537255123797066, 1.0495533885858472, -0.5480167326960936]","[-0.127215845171427, 0.9188800505184678, -0.23655527142232163]","[0.032026440292538934, 0.6546302066893713, -0.07835073421525317]","[0.04746527918053701, 0.6530417985876572, -0.0835778022430483]","[0.09537564788939797, 0.7316123576988552, -0.194343942150621]","[0.13502890590541303, 0.9206111189788997, -0.2929070063981714]",5981,cjn1jbwb89khg0733723rhsjh
269,"[0.060316207283525235, 1.0035569553812542, -0.4141944426591407]","[0.09267789204125193, 0.4907759202623783, -0.18441994373623932]","[0.08585606277155655, 0.9396106103594213, -0.20606681382141673]","[0.12141954169729446, 0.850563556083534, -0.4590216312885197]","[-0.004009544717925052, 1.0673247571755495, -0.2303913422279903]","[0.021467383564766476, 1.118663988806331, 0.03852942126223918]","[0.03206048346601509, 1.0644042802380222, 0.02060097963784115]","[0.1498217041384445, 1.1110974429975464, -0.03786879508701245]","[-1.7364397769084048, -8.264995552927363, 1.8749557223508573]",3949,cjn1gx7di8ef40733a88rh7d6
270,"[-0.1153960787163311, 1.20224481951962, -0.42785544053944474]","[-0.0018632976872954069, 1.114696643684474, -0.43487382386481044]","[0.05539851853136642, 1.2036852326806777, -0.30150556221792085]","[-0.11382600393649954, 1.0551197113675799, -0.5101473668992937]","[-0.022362514830445844, 1.3773400157967362, -0.2822208547392054]","[0.19568183989120222, 1.2968092366658797, -0.075736688297352]","[0.21513848332555954, 1.3531704054888363, -0.09836614882407171]","[0.25132800606924555, 1.302815252376164, -0.17383908298563694]","[0.1254385565896053, 1.2042172466908359, -0.3664276344482432]",2121,cjn1i39cu8xhs07332m5tutbo
271,"[0.10371175944914557, 0.725366150813165, 0.008639016378955932]","[0.2288567100370907, 0.7143020094283719, -0.024041274152535434]","[0.14372756540330883, 0.7414072046413787, -0.12311607660739747]","[0.14525166142107596, 0.5935395398500042, 0.09075334034481267]","[0.07683198709378374, 0.8523859740030308, -0.11674255416022818]","[0.08156974032568226, 0.8669490889055729, -0.36024457720958597]","[0.08932588636746219, 0.8447298831422231, -0.3368351029619648]","[0.16111483830719805, 0.8397413238153959, -0.2881970387089669]","[0.3039482693057376, 0.8838171662667187, -0.13940916684402754]",3164,cjn1j4sctuv5b0710bsozd3jr
272,"[-0.08890370618137704, 0.6157026201289935, 0.019042959102179263]","[0.07388972975288004, 0.60879319331814, 0.026100842037569155]","[0.04053512872361318, 0.6628123109706046, -0.09677432565423115]","[-0.047281450136665, 0.46070083422969316, 0.11551664254282946]","[-0.05758497513510323, 0.7434025455792957, -0.17999589684487186]","[0.13686459923186226, 0.8921448382322387, -0.37687936383256526]","[0.15455295177180545, 0.8895870128689215, -0.3582015136926363]",,"[0.17318080861819296, 0.6649835001418007, -0.11182657165820789]",5981,cjn1jcn5a9kvq07330dqpwdcw
273,"[0.43463990064828767, 1.037463065108026, -0.28475740834292695]","[0.5556026442044459, 0.9960691259773057, -0.2797172630659742]","[0.5026130111905276, 1.0479966539549816, -0.15552258294523127]","[0.43168483575297345, 0.907948639723655, -0.36091356816107156]","[0.47245934951644203, 1.167150728549734, -0.12380476650264106]","[0.5035856034533046, 1.221185475628283, 0.06595538405046811]","[0.5170939418839865, 1.1990647089918736, 0.051517607201962405]","[0.6393253169145602, 1.2849662537204662, -0.0027534019218441305]","[0.5765478173392682, 0.992647547995379, -0.1602532404428895]",1957,cjn1gqibjtol20710fboo2s3p
274,"[0.07987044912539977, 1.0227240500004495, -0.3091061770375704]","[0.21281835786307182, 1.039270285307393, -0.3027189594522791]","[0.15340524876143424, 1.0104960500119782, -0.1024988296643771]","[0.11939692890536231, 0.9951163972316788, -0.4407711854366035]","[0.06144998924006522, 1.0238661899809183, -0.11115687324088457]","[0.08120953825241263, 0.990067508585291, 0.1721562556223607]","[0.09790609262777482, 0.9890892983441812, 0.1534091582490378]","[0.2008298965035819, 0.9388036611207602, 0.10942506180055649]","[0.28652152328181674, 1.0326548055220417, -0.1328705100033842]",3164,cjn1hvx2e8u890733jqeew9t4
275,"[0.03196701915472604, 0.6463678306766799, -0.016555373486064985]","[0.19177771469199117, 0.6592884857121333, -0.005961332421343234]","[0.1310246330268666, 0.715364846848517, -0.12020249434323421]","[0.0749402812108158, 0.518687533152053, 0.09614530830308377]","[0.030161543823305787, 0.8192328385338798, -0.21060766193983801]","[0.17980651502377976, 0.9773848380513329, -0.40838514263363085]","[0.18625251493350625, 0.9278300020362876, -0.3735256093989037]","[0.2779781108830345, 0.9217963607673934, -0.33432970045806054]","[0.2810295850192845, 0.7813628047246339, -0.14828958237455453]",5981,cjn1j43sluutu07109dkayv46
276,"[0.07481085156443325, 1.1542605701796669, -0.294650468373269]","[1.2451643704270425, 4.736391672470353, -0.8778137266745607]","[0.22074690345065776, 1.1969059699698852, -0.1948817125134395]","[0.04342369077801942, 1.0644111309222861, -0.38490690861619414]","[0.17736418733219741, 1.2442696286197328, -0.1519792258007757]","[0.30978565638913097, 1.3677858954020707, 0.005010530422190674]","[0.312251493259525, 1.2815650456317733, -0.011278115100293463]",,"[0.10689174110359459, 0.6118882962480169, -0.1709837231591939]",1957,cjn1g6uhxte840710zw1swynb
277,,"[-0.11788327532524803, 0.939226228622835, -0.37263192108191034]","[-0.050739208653835764, 1.0081153163990293, -0.2278298321244229]","[-0.25458440407993066, 0.9004753349700948, -0.44075141926464745]","[-0.10026751373777136, 0.9787109491581301, -0.17000661091846445]","[0.08407246464747319, 1.0386659698838716, 0.02109567025302684]","[0.10253437869580899, 1.042397341146686, -0.0029881784578618363]",,"[0.028118024535176873, 0.9533401069600247, -0.26901530088243886]",1957,cjn1hc06e8kzg07339bgfbak6
278,"[-0.21066312041005164, 1.0321429817041576, -0.2277367264696329]","[-0.0626039557434554, 0.9870465274201089, -0.24760226234396027]","[-0.018855582036056126, 1.0305738049338455, -0.04161144984234502]","[-0.2003108492446422, 0.9146931380469766, -0.3485131181391074]","[-0.11567385635088245, 1.0133850520781351, -0.009148698002745932]",,"[0.07505779595043605, 1.0800621813392983, 0.24623929779851217]","[0.1707729874706564, 1.0208845889745601, 0.17369191383927168]","[0.08174670575112439, 1.0455084500091683, -0.11076197234908465]",4480,cjn1hthtfu6mz0710zf1jx0qn
279,"[-0.3696744703177082, 0.9573292341997798, -0.4549267560745884]","[-0.2453012558400962, 0.9433888022943234, -0.49647073370217776]","[-0.1725890887984726, 0.9717653838724113, -0.3388873839144166]","[-0.376519127014322, 0.9274180227311489, -0.5229466075552407]","[-0.2801129279171338, 1.0642325243658581, -0.3175728119909204]","[-0.01241279243680031, 1.022008495174849, -0.10909138406313382]","[-0.004418190301504847, 1.037633097699604, -0.13910599907581295]","[0.028242058536147387, 0.9546112138278021, -0.22229768198327807]","[-0.10586978106709098, 1.0129285424342216, -0.43161371550089445]",3949,cjn1hp8jz8r0z0733awop1p0a
280,"[0.017351973890356292, 0.5979382107440985, -0.17156444704682774]","[0.15013828460593945, 0.6002299018863094, -0.1524568940587697]","[0.06145257432978647, 0.5832069008307798, -0.006455219715444383]","[0.09262621731638727, 0.5703822498868095, -0.2645730591669955]","[-0.03095700254974547, 0.6364363926838761, 0.009917471915290998]",,"[0.029277365582268795, 0.6086891998052749, 0.20327009912476024]","[0.07810102495529782, 0.5738204271764562, 0.17023891552826378]","[0.163653887608837, 0.5991145788979194, 0.009524912153562826]",2773,cjn1ip2jhun0y0710u29whakd
281,"[0.2270230611235356, 0.9619262554663539, -0.25649926355258723]","[0.38783706277296687, 0.9482098045326606, -0.21321618540537238]","[0.21517264006914755, 0.8348201476214713, 0.003794802215954534]","[0.33978543865459115, 0.9011203003685586, -0.3809185488614214]","[0.11513841476994102, 0.9828146639292241, -0.012328242462529252]","[0.1241308897988012, 0.7401871039387281, 0.26816943983473895]","[0.14807956974871128, 0.7298252488698895, 0.24487730800040655]","[0.2437987276211495, 0.8183135947054216, 0.17495167661650368]","[0.3957413034160505, 0.9562200363795113, -0.014209700667274854]",5981,cjn1jm7e3v52s0710ohy1n6sf
282,"[-0.2848326415914174, 0.9558523279136593, -0.28699339236536636]","[-0.156782354749431, 0.9372560934290943, -0.31416809085954867]","[-0.15719863290447036, 1.0155354929082052, -0.20321332138123802]","[-0.28623129809326064, 0.7772758660370715, -0.34584426023095594]","[-0.22863962904425486, 1.0766104126463094, -0.16373766851074747]",,"[-0.09761019144696471, 1.2534654549193647, -0.014229448933286865]","[-0.04325792763545188, 1.1851763746185568, -0.04752627083382302]","[-0.041328644274369095, 0.9351162341320015, -0.18907373927245466]",3164,cjn1jf63e9mal0733z6lbt8zh
283,"[-0.22182066697643066, 0.7923048268146983, -0.31672440366746535]","[-0.06175925648151469, 0.8082922616720805, -0.3212694807504868]","[-0.10174675447393461, 0.6403485351081944, -0.0907117743007694]","[-0.15820425647309275, 0.8194354274390655, -0.42044297266724046]","[-0.2527270236186785, 0.768953148884345, -0.11052824005217307]","[-0.09769406698427817, 0.5306820487721211, 0.12853429099595942]","[-0.07119765011279158, 0.5249792115731764, 0.10869780959805969]","[-0.038870437277799534, 0.6270972702784986, 0.004057327436123684]","[0.010514533897086741, 0.775260696135316, -0.17500739806681143]",5981,cjn1jdxzdv0530710iew75uyt
284,,"[-0.34805107016126896, 1.1398587298005614, -0.36741764319356984]","[-0.3202923563890148, 1.23250996050161, -0.26424757993288556]","[-0.46723894481865536, 0.9992040399338202, -0.4099730591081856]","[-0.3933157355920746, 1.3360045733488408, -0.23097387892045337]",,"[-0.21093297504271843, 1.404431353940738, -0.09379452581809346]",,"[-0.22117810297280543, 1.1863412400376303, -0.258858041265155]",1957,cjn1gjbx788vk0733u25o4lu3
285,"[-0.08402525219877982, 1.1476245721745595, -0.31753202061153946]","[0.04758293140530801, 1.0896205422044958, -0.36367024351319527]","[0.12568191248730112, 1.1297349399400092, -0.20258487409364306]","[-0.14177601422319785, 0.9904558786986112, -0.40487938532777706]","[0.07016555522922939, 1.2221675014733917, -0.1487568641704279]","[0.36040428487070447, 1.274308987701525, 0.0477991313978204]","[0.34922138355700855, 1.2277839890589821, 0.02255487478688116]","[0.40081081306308697, 1.2137089733056812, -0.05472713841586723]","[0.23338844176126025, 1.1764103093728988, -0.2772755116858051]",3949,cjn1guk9ktq750710m8r56vn3
286,,"[-0.23214041248183012, 1.0474370135177042, -0.3184448044402067]","[-0.30523232305692355, 1.0988480213673935, -0.16929348907358954]","[-0.29628258591849554, 0.9601117288392402, -0.4369238026397304]","[-0.3945015486182812, 1.0968906566248855, -0.1484440575309562]","[-0.3454138963947342, 1.1467891308928024, 0.09575328498953814]","[-0.3163943260163753, 1.1317178703412174, 0.07853050367310341]","[-0.2555584973808097, 1.1114414638612717, 0.027068445118751422]","[-0.20263314609782726, 1.0908363605199205, -0.1662437638404998]",1957,cjn1gsah68csm0733b8ur1c4o
287,"[-0.11333516319809817, 0.7009439273988478, -0.05944225816803565]","[0.009361761184301622, 0.7009341217059946, -0.08529518364132634]","[0.010690042121965612, 0.766791202869896, -0.015540572001732806]","[-0.12552657618532415, 0.5922151127498528, -0.1574201596344731]","[-0.04787853426127052, 0.8563929770536219, 0.028516949048984993]",,,"[0.16254519568476158, 0.8768189150454678, 0.12033424943943855]","[0.12900584790035827, 0.7346654973114773, -0.0030439445062225225]",3164,cjn1iiwdjuk450710cm6b2kx7
288,"[-0.05488366838072508, 1.0708373834609726, -0.11647518321738788]","[0.06493755991619957, 1.1190444374566533, -0.14580221552042805]","[0.08989980999936788, 1.0600945069471694, 0.06271053866788522]","[-0.06395688079204118, 1.2160441670928546, -0.19809063293330886]","[-0.0037519753616135827, 1.036024923654547, 0.060074118101008205]","[0.1131581135269879, 0.9992041737678601, 0.2980377042617965]","[0.1252609035748039, 1.003710941409386, 0.2805512849164437]","[0.20231217215481576, 0.9785889304092282, 0.2232579308062742]","[0.18881857046394646, 1.0826069622766366, -0.0033614944959653894]",3164,cjn1icsqouh1q0710mejpxfi7
289,"[-0.30482632985350966, 1.0491277045424445, -0.27562137740459797]","[-0.1874439168273158, 1.0435412075537427, -0.2788758613840662]","[-0.21550364531064403, 1.1331562528676393, -0.20506146618961368]","[-0.2597850570724558, 0.9009494301202213, -0.3319607888799367]","[-0.30750848014914745, 1.1453024713666207, -0.1889810323093021]",,"[-0.18441086462293457, 1.3254969469810163, -0.07920810252390752]","[-0.13196898216015743, 1.2943283049419116, -0.09749917813179486]","[-0.12634366407836342, 1.1671626660299783, -0.19894170104349274]",2121,cjn1ha9638jxy0733azl0vlz1
