,Adipose Fin,Anal Fin,Caudal Fin,Dorsal Fin,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
3411,"[0.015881250714905266, -0.6652297668814176, 0.076308992708429]","[0.42168481300315064, 1.7707442943559795, -0.18273190561694505]","[-0.030916729809480844, -0.7077866285055366, 0.2499956698925212]",,,,,6355,14708
3412,"[0.15096018617305695, -0.589165017128752, -0.1695575447475374]","[0.03810879839242232, -0.6224803439662668, -0.17495084089967033]","[0.14005622952208102, -0.5964631096387562, -0.2897711428321793]",,"[0.10396920887371981, -0.733507137976472, 0.29340187087271713]","[0.009905633689821457, -0.6623853431307504, 0.1947244156809274]",,2697,11849
3413,,"[-0.005606010869663886, -0.5760351757177286, -0.3427410383158149]",,,"[0.18812866961566466, -0.6310665258305023, 0.18496795712236205]","[0.0015870341835487873, -0.6068613630828539, 0.11494971076133216]",,5395,6647
3414,"[0.04561272574722127, -0.5623526954595994, -0.24340131533201037]","[-0.06269118636524636, -0.585528294075463, -0.2512630764637402]","[0.05349994256627783, -0.627637213948841, -0.3822744404178341]","[-0.00033603601674059237, -0.5933517280768188, -0.0709755313104504]","[-0.12887612319756958, -0.6011844350547948, 0.13096335514056615]","[-0.21921834226293307, -0.597586085185566, 0.05852128271353221]","[-0.15103965240834302, -0.6199792420858542, -0.1383295777338794]",2788,5869
3415,,"[0.07094212389590523, -0.7053670074229418, 0.05770468361105337]","[0.2447830951153757, -0.740124119799467, 0.1579912169093942]","[0.061416996943412634, -0.6096725816093279, -0.13312514338937584]","[-0.02942535549316318, -0.5824311387582904, -0.3416854963758728]","[-0.12352456116916198, -0.5630249635077599, -0.2750462282380988]","[-0.06843869625895273, -0.6513624875018975, -0.05236790682808755]",3148,9174
3416,,"[-0.022080901687934723, -0.6375294909510724, 0.09802325425611841]","[0.043726327903898334, -0.6749149341399601, 0.25428551721219733]",,"[0.13401826397592728, -0.5909361165844129, -0.3030499232797076]","[0.05228794675159539, -0.5729906214648965, -0.25715164129001]",,2697,11965
3417,,"[0.2600178968948114, -0.6666869610973618, 0.2172910504248798]",,,"[0.263616489855148, -0.5888380086163512, -0.318185718696568]","[0.20775676312435168, -0.5533412682347297, -0.1946857866091128]","[0.17899713225320993, -0.6845937390399315, 0.03166555020333612]",5981,1085
3418,"[0.09485127616658415, -0.6478320129025097, 0.056921384203195605]","[-0.03166512817774326, -0.6728922611945802, 0.07060058220528298]","[0.04422651984995135, -0.6294041071383667, 0.17120638421640005]","[0.1284750366193132, -0.742992331179265, -0.06796871870145503]",,,"[-0.0741568785545354, -0.7511435034954719, -0.04975485556654125]",2773,1498
3419,,,"[0.07901810419537363, -0.9041811942232085, 0.41210649190949566]","[0.018675906472487035, -0.783717743015602, -0.029198420654299416]","[-0.1990461893611124, -0.6783101493172158, -0.23119929235277298]","[-0.23054561304816518, -0.7008489256390783, -0.14385773498173193]","[-0.17514334858164213, -0.7841314346512955, 0.06491118826682594]",2949,9974
3420,,,,"[0.1050749620102708, -0.6532235763292338, 0.14056473559599492]","[0.027802964123048893, -0.6620571663544678, -0.0748251542152014]","[-0.08269059015947638, -0.65945526015031, -0.016907686140516617]","[-0.032746256917620155, -0.6905159128611837, 0.24329844663737826]",3148,9171
3421,,,,"[-0.20762698932619333, -0.867600422198708, 0.25071510699721317]","[-0.3786182061806065, -1.008264605906522, 0.022217785760073223]","[-0.44013345279928423, -0.9061257684189199, 0.06986705174705285]","[-0.4173515337859785, -0.8221907266048862, 0.3192987614273997]",4480,2296
3422,,"[-0.21127879787073234, -0.7140325215256025, 0.2651663323352027]",,"[-0.06261213501238956, -0.6561022728087057, -0.010665222666116362]","[-0.14065376531701046, -0.6190239453767684, -0.3069944029683364]","[-0.2545729030685774, -0.6257140889884518, -0.2264915070907945]","[-0.31493660080232605, -0.6556082664730477, 0.05480572438407891]",5240,16324
3423,"[-0.002301231707102062, -0.5438896915878207, 0.08381471918164621]","[-0.11683781281229945, -0.554838613790727, 0.09963303325677188]","[-0.0189821003198015, -0.5971915503608595, 0.22087159410602641]","[-0.026142205943197216, -0.5524197674084136, -0.06026724184785516]","[-0.09218046037810887, -0.4770292389509752, -0.24551652181379166]","[-0.17214058348489825, -0.5145412698353083, -0.20308389992836914]",,1673,15541
3424,"[0.17406403068632492, -0.6789414004789898, -0.3286597134345597]","[0.053181576397946344, -0.7009169440897437, -0.32720836508711615]","[0.17206600724231502, -0.778811208042076, -0.4766478037819476]","[0.15349857067657854, -0.669338190938379, -0.18331681310703837]","[0.0075686983473439206, -0.5562305459055014, -0.034043786966627486]","[-0.05955929898021446, -0.6010258278339415, -0.11139630465287746]","[-0.032348368195950196, -0.6658901564771441, -0.2297971339872923]",2748,4671
3425,"[-0.14573558862730213, -0.8201498262600906, 0.12302130393815518]","[-0.29546503880016206, -0.7934290400291081, 0.1016590507976245]","[-0.2052180932049946, -0.7679706946554213, 0.254248582388534]","[-0.10664964980393958, -0.8113377658061768, -0.10567816756731063]","[-0.2043681703720842, -0.76776061597901, -0.3753918710884688]","[-0.317847091261034, -0.7703607808008331, -0.31583928069334816]","[-0.34706891073099105, -0.7828315451986613, -0.06591742176689937]",3949,3475
3426,,,"[3.870812123442556, -8.008987217868619, 4.77790757006179]",,,,,2997,4099
3427,,,"[0.36183293121980775, -0.7226856994291566, -0.15456720539100274]",,,"[0.028259895748460318, -0.7517917858697377, -0.21017991254551904]",,2121,2929
3428,,"[-0.2084175996061467, -0.6399621364528556, -0.33817486444233785]",,,"[-0.21036201096276494, -0.6292479874967116, 0.20562907876435568]","[-0.3276185821600479, -0.5499602414401605, 0.10465797569809461]",,6771,7106
3429,"[-0.23386591801074585, -0.6397912482377042, 0.14745098198202256]","[-0.36785382633582325, -0.6362947091716274, 0.13464377305300956]","[-0.3903456091580699, -0.95427255448777, 0.44306456748656753]",,"[-0.24266575852658218, -0.5734910555559148, -0.319884392547403]","[-0.36757599889156106, -0.5846808694280556, -0.2602565744233612]",,3760,12227
3430,"[0.1124416991941057, -0.6930774819902792, 0.04779850676100138]","[-0.03685996936085506, -0.6731528121896246, 0.030538627058393258]","[0.054939070053883474, -0.7357273057373424, 0.20612166516149627]","[0.10820080241724979, -0.6426847409203996, -0.1888646218634557]","[0.022854978497182928, -0.703065938075541, -0.4264539905932266]","[-0.04233224235367686, -0.6279066623882184, -0.3579369233572373]",,4124,8785
3431,,,,"[-0.12593676758988076, -0.6217641075212608, 0.08549681047484656]","[-0.21112673039132815, -0.6052869863222609, -0.19334835557751717]","[-0.3234570311005807, -0.6203137570098681, -0.10668129106700709]",,4606,9634
3432,"[0.11058810019642919, -0.59686041784237, -0.2251770921715643]","[-0.01852331333627916, -0.6200861886158879, -0.2069336427118079]","[0.04523252957234696, -0.6095156736160691, -0.34046314430416286]",,"[0.06800371046064801, -0.7068372046139197, 0.2731910729117056]","[-0.028122421471529633, -0.6695603937958489, 0.1760341471650354]","[-0.07089205694880182, -0.6436661607616376, -0.060232098255454274]",3610,13448
3433,,"[0.24018982598042837, -1.0458576306757692, 0.4815246001321322]","[0.5428321571792906, -1.5634998808733926, 0.8599924993590218]","[0.24439570565513816, -1.0518319489149133, 0.25276236013263825]","[0.002821507699354898, -1.0858286568914033, 0.07700767195835657]","[-0.044854351828059184, -1.0703242658474736, 0.1646819149589337]","[0.0887887218710102, -1.0360211365415017, 0.375204514754759]",2121,2968
3434,,,"[0.18488299350610143, -1.1070869907134726, 0.5529822346800661]","[0.06510197989892959, -0.791279820659116, 0.028429244902745954]","[-0.1676300725349225, -0.7040292828677434, -0.16478033397340744]","[-0.2007738153505809, -0.7685768053955649, -0.07509616387609941]",,2949,10016
3435,"[0.08301904188283193, -0.7148402199790953, 0.11765192848481232]","[-0.09185818085873078, -0.6904680966173041, 0.11447987668268184]","[0.008077756002707333, -0.7736434730536347, 0.2520614425812786]","[0.1168583539321253, -0.5760176387196685, -0.0982588391755352]","[-0.0019553897189225336, -0.5969990335425678, -0.3484659675451299]","[-0.06739849892017336, -0.4040210138389801, -0.14897577536891485]","[-0.15437059531943018, -0.5722757320499977, -0.03397186402875119]",5981,1248
3436,,,"[0.3177649640014988, -0.6937305258240098, 0.22140442734893212]","[0.2071612257293859, -0.6188003143356923, -0.1114748133094794]","[-0.02668450320480224, -0.5238930598705449, -0.25422713687693793]",,"[0.05960001188783204, -0.6381596520809315, -0.0219934885077983]",2949,10025
3437,"[0.29310913041642395, -0.6429252210925456, -0.3331231921504691]","[0.13233383985930072, -0.6189869629797906, -0.3347551059244291]",,"[0.25470447458619616, -0.6427579495335136, -0.1016915616155772]","[0.1071965727217418, -0.6747902799667495, 0.15869130166902176]","[0.031457659644801246, -0.6438199050047498, 0.06835044183963998]",,6355,14638
3438,,"[-0.38115821136987604, -0.6947982264601629, 0.13925017447668034]","[-0.3494758951107965, -0.7704324751292724, 0.33233790860676454]","[-0.17294039793169108, -0.6307821127921667, -0.03628504287476443]","[-0.13486123708921233, -0.6098242792655996, -0.2798097306117434]","[-0.2827682176026576, -0.6130227281049221, -0.24262865234436176]","[-0.3866673685101118, -0.6543830637973369, -0.04220825463877517]",3263,13112
3439,"[0.11430176093967494, -0.6070646581998416, -0.1881949342515446]","[0.004074361904272627, -0.635471978513862, -0.20447321587689354]","[0.12518520593901447, -0.5855898819504339, -0.3038246376538297]","[0.05494307310299756, -0.6501374367669103, -0.009156599384955142]","[-0.09786204357803592, -0.6648690683186952, 0.20143505850727003]","[-0.1857023547036691, -0.6580270256101864, 0.12144639725231965]","[-0.09241302377437316, -0.6482255933765059, -0.08287279210839861]",2788,5880
3440,,,,,"[0.3259304305497921, -0.6874635161810048, -0.13670734248718894]",,"[0.25379366126123815, -0.7077732217942165, -0.006979612168985223]",4315,829
3441,"[0.05720465177246136, -0.6140010375515711, -0.23710852589397857]","[-0.08009153566597521, -0.5861582703332883, -0.23424096804631775]","[0.03647939176243873, -0.6180742074715393, -0.35856108119218966]","[0.03920734543128913, -0.621541817333184, -0.0237502444596393]","[-0.05524044156518286, -0.692236863571209, 0.2758815707757762]","[-0.16517263633644794, -0.6281790923604813, 0.17075533247450636]","[-0.1592066989726551, -0.6296486032169833, -0.07338740850450741]",3760,12352
3442,"[0.4585080473265365, -0.9653344633086508, 0.3686175795988051]","[0.2933974008889447, -0.8483358443776682, 0.25492735717141723]","[0.29776590034682393, -0.9742861109592451, 0.4499706097986177]",,,,,3949,3422
3443,"[0.3162557913065088, -1.1200049157115992, -0.277461966850566]","[0.18539903535898158, -1.0679834476562955, -0.274837910008575]","[0.29354464071248265, -1.0578543177714332, -0.3847353559168324]","[0.3079352170344765, -1.107715801530543, -0.09280382452798096]","[0.22642811794817536, -1.0694186460785586, 0.14861216846810688]","[0.14413601407547466, -1.0557044379394127, 0.06484043175636119]","[0.11697796049522763, -1.0901804004483797, -0.12321761607041225]",2773,1607
3444,,,,"[-0.02806864840760901, -0.9975649252199839, 0.36592070888014555]","[-0.29595397018151426, -0.9978741099539447, 0.2288249079558966]",,"[-0.16617653798719353, -0.9977703034591043, 0.5029280399463266]",2121,2963
3445,,"[0.17097204542150782, -0.7810267854543774, 0.29380435626860163]","[0.8074254568928004, -1.7098384082433251, 0.9531205197678183]","[0.21161254240028884, -0.731491671747797, 0.030406550960572477]","[-0.05081437020938268, -0.6909647146767923, -0.1577764019085269]","[-0.06407807048787466, -0.705394963497795, -0.06390707564869189]","[0.04995024693756696, -0.7695929615765258, 0.14240192885843436]",2949,9932
3446,,"[0.2998091827319886, -0.6749827962494372, 0.09204325848683682]",,,,"[0.12534559837909912, -0.4123359609508597, -0.128447412866661]","[0.16470686429163128, -0.5623410260508714, -0.008177803073593965]",3315,15084
3447,"[0.08676344696424136, -0.6033894850461865, -0.2467427771130402]","[-0.04156545409302894, -0.6200478641024788, -0.22435371419694883]","[0.018020976325822825, -0.6068764571552688, -0.35520593065378325]",,"[0.04705699680649947, -0.6646734932016899, 0.22879085013518638]","[-0.04642863483990526, -0.666208868540239, 0.1497619119091207]","[-0.08917105914468089, -0.6215129703344827, -0.08193192103088695]",3610,13469
3448,"[0.14409673727997344, -0.5680975731877844, -0.090329303812619]","[0.016375108965495284, -0.6142899330850972, -0.08833854669672674]","[0.15761288029766468, -0.608026300977938, -0.18283858803190733]",,,,,3315,15049
3449,,"[0.08807361044426175, -0.8602828245317065, 0.14941454833096793]","[0.26608142448901934, -0.8965687457548062, 0.2966501322510183]","[0.17644229732847858, -0.7931864477919508, -0.09589217009106989]","[-0.06980893102346042, -0.6557746793123936, -0.2706614500099554]","[-0.09936426055048377, -0.7146661215845468, -0.19049426931807886]","[-0.010259634480953999, -0.8044224605492158, -0.0015417926199082347]",2949,9870
3450,,,,"[0.5440565918769457, -0.9632106825744186, 0.259471130954755]","[0.22204997318523645, -0.9463240536132251, 0.37944649984462975]","[0.1980879554994392, -0.9745798644779473, 0.2818746969632157]","[0.4684727996887609, -1.1330730062534617, 0.24711874334660006]",2559,2714
3451,,"[0.2542899949532282, -0.5267904233030963, -0.2239331529306314]",,"[0.2814135722804904, -0.553690403739247, -0.029151645585911462]","[0.10822159138028391, -0.5814963766784006, 0.15625560286988313]","[0.02283576262409149, -0.5637320139046151, 0.07459353290781175]",,2788,5970
3452,"[0.11505751959536681, -0.6494097132947211, 0.19004330975216985]","[-0.02824304013843411, -0.6613405516515406, 0.17713286808896397]","[0.12234796884567062, -0.9937151037727787, 0.4881439875470265]",,"[0.10513556086714776, -0.590635280460657, -0.263328139280702]",,,3263,13192
3453,,,,"[0.43413027829159595, -0.7684566135948819, 0.220642513882163]","[0.2695892112076403, -0.8917884306539313, 0.02113651922063384]","[0.17159671746523278, -0.834901900040155, 0.0393586120139662]","[0.12730985716435023, -0.7057020459927835, 0.26603780980450353]",4480,2314
3454,,"[0.04941907423441458, -0.7984589300922257, 0.31415775303810184]",,,"[0.09506500803277602, -0.6899499949120237, -0.16741356607064453]","[-0.03116800356691552, -0.6696176614762703, -0.10913329483845363]","[-0.0603428045536786, -0.7511357258048749, 0.15382988043312998]",3148,9151
3455,"[0.11754594261123444, -0.6668678671140832, 0.26424876829367605]",,,,"[-0.05753185654097558, -0.558879485211926, -0.24978844934096348]","[-0.13754261340769547, -0.5591605661016664, -0.16441499727314998]",,6020,8315
3456,,"[-0.25444002875389854, -0.7511663949828961, 0.18871544429917897]","[-0.19989203445318668, -0.923340783842481, 0.4294682594994473]",,"[-0.18000198332609876, -0.6714695751553611, -0.29080186086066157]","[-0.2538543835496061, -0.6594157044765612, -0.2034225807417169]",,3514,10274
3457,,,"[0.3572423512914685, -0.5650519320368488, 0.11874195963918203]",,,"[0.3520346512690588, -0.6313322703759422, -0.16191019656304428]","[0.31791501286962415, -0.627431795444269, 0.017500970524994896]",1957,3789
3458,"[-0.04059102532609882, -0.6464295212447728, 0.20799767058951538]","[-0.19150626916970373, -0.6413861613076867, 0.2048917732100483]",,"[-0.040744306486014625, -0.6320678251520537, -0.019400174466265366]","[-0.02157273550181517, -0.586687111534316, -0.25918370576404215]","[-0.13267310083205, -0.5723596993526116, -0.20732246816227298]","[-0.25625662456789283, -0.6260458168834466, 0.012291286789835015]",3746,11546
3459,"[0.05498627503890972, -0.6844703315813538, 0.19683793915366257]","[-0.09182256334638016, -0.6732751992417263, 0.1679188010219631]","[-0.01002605842710162, -0.8971839081717962, 0.4177431314917344]","[0.11349467729399026, -0.718476949606564, -0.018749082401729778]","[0.15265624279743145, -0.5902829251443062, -0.2738313305617536]","[0.03126598611622254, -0.5996484339457432, -0.2234167807497614]",,3746,11494
3460,,"[-0.13102088089069172, -0.8583950891539625, 0.25786530027049037]","[0.03607923811767416, -0.950046124631676, 0.4458774540005497]",,"[-0.11426177573739882, -0.7193166022434995, -0.24274426202561206]","[-0.24336537118262616, -0.7041081610035711, -0.18729578995823304]","[-0.25094054823299666, -0.767756612568352, 0.0863577331258302]",3148,9168
3461,,"[0.3782331849298898, -0.7482987398326052, 0.21392017425296364]",,,"[0.1423417661083983, -0.6257211732073307, -0.17261434754241653]",,"[0.26119730041518124, -0.7274783856591072, 0.08041236222687718]",2949,9833
